1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01
6.810000000000000000e+02,5.500000000000000000e+02,7.840000000000000000e+02,6.010000000000000000e+02,9.570000000000000000e+02,8.080000000000000000e+02,2.620000000000000000e+02,7.230000000000000000e+02,3.900000000000000000e+02,6.640000000000000000e+02
1.296000000000000000e+03,1.320000000000000000e+03,1.479000000000000000e+03,1.408000000000000000e+03,1.445000000000000000e+03,1.248000000000000000e+03,1.043000000000000000e+03,1.407000000000000000e+03,1.312000000000000000e+03,1.284000000000000000e+03
1.504000000000000000e+03,1.645000000000000000e+03,1.765000000000000000e+03,1.607000000000000000e+03,1.653000000000000000e+03,1.601000000000000000e+03,1.632000000000000000e+03,1.813000000000000000e+03,1.718000000000000000e+03,1.549000000000000000e+03
1.564000000000000000e+03,1.683000000000000000e+03,1.596000000000000000e+03,1.733000000000000000e+03,1.648000000000000000e+03,1.535000000000000000e+03,1.942000000000000000e+03,1.787000000000000000e+03,1.664000000000000000e+03,1.455000000000000000e+03
1.461000000000000000e+03,1.834000000000000000e+03,1.128000000000000000e+03,1.623000000000000000e+03,1.694000000000000000e+03,1.468000000000000000e+03,1.888000000000000000e+03,1.677000000000000000e+03,1.669000000000000000e+03,1.452000000000000000e+03
1.137000000000000000e+03,1.441000000000000000e+03,9.210000000000000000e+02,1.296000000000000000e+03,1.393000000000000000e+03,1.326000000000000000e+03,1.630000000000000000e+03,1.410000000000000000e+03,1.283000000000000000e+03,1.314000000000000000e+03
9.690000000000000000e+02,1.101000000000000000e+03,8.490000000000000000e+02,1.075000000000000000e+03,1.233000000000000000e+03,1.055000000000000000e+03,1.427000000000000000e+03,1.256000000000000000e+03,1.085000000000000000e+03,1.052000000000000000e+03
6.180000000000000000e+02,7.940000000000000000e+02,6.240000000000000000e+02,8.360000000000000000e+02,9.560000000000000000e+02,5.300000000000000000e+02,1.087000000000000000e+03,1.061000000000000000e+03,9.080000000000000000e+02,7.150000000000000000e+02
4.590000000000000000e+02,3.900000000000000000e+02,4.700000000000000000e+01,5.590000000000000000e+02,5.630000000000000000e+02,2.650000000000000000e+02,7.160000000000000000e+02,6.450000000000000000e+02,6.010000000000000000e+02,3.510000000000000000e+02
